OrderID,Date,City,Category,Price,Quantity,CustomerAge,PaymentMethod,Rating,TotalAmount,Month,MonthNum,Weekday,AgeGroup,RevenueSegment
1216,2024-12-10,Kathmandu,Groceries,1454.66,1,24,eSewa,3.8,1454.66,December,12,Tuesday,16-24,Budget
1217,2024-09-08,Lalitpur,Books,943.08,1,18,eSewa,4.1,943.08,September,9,Sunday,16-24,Budget
1218,2024-05-03,Biratnagar,Home & Kitchen,5148.8,1,37,Khalti,4.6,5148.8,May,5,Friday,35-44,Premium
1219,2024-01-14,Kathmandu,Beauty,1610.67,1,33,eSewa,4.0,1610.67,January,1,Sunday,25-34,Budget
1220,2024-03-19,Lalitpur,Books,1547.76,1,21,Khalti,4.6,1547.76,March,3,Tuesday,16-24,Budget
1221,2024-07-31,Kathmandu,Beauty,344.85,1,17,Khalti,3.5,344.85,July,7,Wednesday,16-24,Budget
1222,2024-10-08,Kathmandu,Beauty,3424.12,1,26,Cash on Delivery,4.5,3424.12,October,10,Tuesday,25-34,Standard
1223,2024-02-11,Biratnagar,Groceries,1002.13,1,23,Cash on Delivery,4.9,1002.13,February,2,Sunday,16-24,Budget
1224,2024-08-29,Kathmandu,Home & Kitchen,1885.12,1,29,Khalti,4.8,1885.12,August,8,Thursday,25-34,Budget
1225,2024-03-19,Biratnagar,Clothing,2238.57,1,39,eSewa,4.0,2238.57,March,3,Tuesday,35-44,Standard
1226,2024-11-28,Kathmandu,Home & Kitchen,8073.55,1,37,Cash on Delivery,5.0,8073.55,November,11,Thursday,35-44,Premium
1227,2024-10-03,Pokhara,Groceries,129.06,4,32,Bank Transfer,4.1,516.24,October,10,Thursday,25-34,Budget
1228,2024-09-17,Lalitpur,Groceries,1687.29,1,30,Khalti,4.0,1687.29,September,9,Tuesday,25-34,Budget
1229,2024-11-24,Pokhara,Electronics,16559.8675,2,27,Khalti,3.9,33119.735,November,11,Sunday,25-34,Enterprise
1230,2024-04-28,Kathmandu,Books,393.91,4,43,Cash on Delivery,5.0,1575.64,April,4,Sunday,35-44,Budget
1231,2024-09-29,Chitwan,Home & Kitchen,3024.27,1,24,Khalti,3.1,3024.27,September,9,Sunday,16-24,Standard
1232,2024-07-31,Lalitpur,Home & Kitchen,6318.87,1,27,Bank Transfer,4.1,6318.87,July,7,Wednesday,25-34,Premium
1233,2024-09-24,Chitwan,Clothing,4171.76,2,37,Khalti,3.4,8343.52,September,9,Tuesday,35-44,Premium
1234,2024-08-23,Kathmandu,Books,2239.77,2,40,eSewa,3.5,4479.54,August,8,Friday,35-44,Standard
1235,2024-01-29,Bhaktapur,Home & Kitchen,1413.07,1,19,eSewa,4.1,1413.07,January,1,Monday,16-24,Budget
1236,2024-07-02,Lalitpur,Books,1718.26,1,31,Cash on Delivery,3.4,1718.26,July,7,Tuesday,25-34,Budget
1237,2024-05-23,Biratnagar,Beauty,892.27,1,34,eSewa,4.4,892.27,May,5,Thursday,25-34,Budget
1238,2024-01-10,Bhaktapur,Groceries,1063.59,2,33,Cash on Delivery,5.0,2127.18,January,1,Wednesday,25-34,Standard
1239,2024-08-21,Bhaktapur,Beauty,2293.17,1,16,eSewa,3.2,2293.17,August,8,Wednesday,16-24,Standard
1240,2024-05-11,Pokhara,Books,2654.62,5,40,eSewa,4.6,13273.099999999999,May,5,Saturday,35-44,Enterprise
1241,2024-12-24,Kathmandu,Clothing,2261.87,1,16,Cash on Delivery,5.0,2261.87,December,12,Tuesday,16-24,Standard
1242,2024-08-08,Lalitpur,Home & Kitchen,6513.05,2,31,Khalti,3.5,13026.1,August,8,Thursday,25-34,Enterprise
1243,2024-06-06,Biratnagar,Home & Kitchen,1549.82,1,37,Khalti,3.7,1549.82,June,6,Thursday,35-44,Budget
1244,2024-03-16,Biratnagar,Books,617.2,1,38,Khalti,4.6,617.2,March,3,Saturday,35-44,Budget
1245,2024-07-01,Kathmandu,Beauty,845.57,1,24,Cash on Delivery,4.0,845.57,July,7,Monday,16-24,Budget
1246,2024-06-09,Pokhara,Groceries,1860.68,1,40,eSewa,4.1,1860.68,June,6,Sunday,35-44,Budget
1247,2024-12-24,Lalitpur,Books,2975.15,2,18,Khalti,4.4,5950.3,December,12,Tuesday,16-24,Premium
1248,2024-12-15,Biratnagar,Clothing,1243.82,2,31,eSewa,2.7,2487.64,December,12,Sunday,25-34,Standard
1249,2024-03-09,Biratnagar,Beauty,507.7,2,34,Khalti,3.7,1015.4,March,3,Saturday,25-34,Budget
1250,2024-05-05,Bhaktapur,Beauty,2912.27,1,16,Cash on Delivery,4.0,2912.27,May,5,Sunday,16-24,Standard
1251,2024-12-29,Kathmandu,Books,360.38,1,36,Bank Transfer,5.0,360.38,December,12,Sunday,35-44,Budget
1252,2024-12-07,Kathmandu,Books,991.69,1,33,eSewa,3.9,991.69,December,12,Saturday,25-34,Budget
1253,2024-03-10,Kathmandu,Books,1400.88,2,25,eSewa,4.1,2801.76,March,3,Sunday,25-34,Standard
1254,2024-06-26,Pokhara,Clothing,3028.97,1,36,eSewa,3.9,3028.97,June,6,Wednesday,35-44,Standard
1255,2024-07-17,Pokhara,Groceries,2412.15,1,34,Khalti,4.5,2412.15,July,7,Wednesday,25-34,Standard
1256,2024-05-10,Bhaktapur,Beauty,3930.8,1,30,eSewa,3.2,3930.8,May,5,Friday,25-34,Standard
1257,2024-06-09,Kathmandu,Beauty,2551.55,1,23,Cash on Delivery,3.5,2551.55,June,6,Sunday,16-24,Standard
1258,2024-12-19,Pokhara,Electronics,16559.8675,1,42,Khalti,4.3,16559.8675,December,12,Thursday,35-44,Enterprise
1259,2024-03-05,Pokhara,Clothing,867.76,1,33,eSewa,3.4,867.76,March,3,Tuesday,25-34,Budget
1260,2024-05-04,Bhaktapur,Clothing,2580.33,1,38,eSewa,3.5,2580.33,May,5,Saturday,35-44,Standard
1261,2024-11-14,Pokhara,Groceries,1202.18,1,37,Khalti,4.1,1202.18,November,11,Thursday,35-44,Budget
1262,2024-08-19,Biratnagar,Home & Kitchen,11545.87,1,27,Bank Transfer,2.8,11545.87,August,8,Monday,25-34,Enterprise
1263,2024-09-04,Pokhara,Clothing,3010.91,1,30,Khalti,4.8,3010.91,September,9,Wednesday,25-34,Standard
1264,2024-06-26,Kathmandu,Books,1241.41,1,17,eSewa,3.9,1241.41,June,6,Wednesday,16-24,Budget
1265,2024-03-25,Kathmandu,Home & Kitchen,12058.53,1,19,Cash on Delivery,4.5,12058.53,March,3,Monday,16-24,Enterprise
1266,2024-09-24,Kathmandu,Clothing,1210.8,1,30,Cash on Delivery,5.0,1210.8,September,9,Tuesday,25-34,Budget
1267,2024-05-08,Kathmandu,Groceries,2460.45,1,42,Cash on Delivery,3.5,2460.45,May,5,Wednesday,35-44,Standard
1268,2024-09-02,Biratnagar,Beauty,1929.2,1,30,eSewa,3.7,1929.2,September,9,Monday,25-34,Budget
1269,2024-01-21,Bhaktapur,Electronics,16559.8675,5,33,eSewa,3.5,82799.3375,January,1,Sunday,25-34,Enterprise
1270,2024-05-12,Chitwan,Home & Kitchen,11014.82,2,18,Bank Transfer,3.3,22029.64,May,5,Sunday,16-24,Enterprise
1271,2024-12-29,Pokhara,Books,2188.68,1,29,eSewa,2.3,2188.68,December,12,Sunday,25-34,Standard
1272,2024-06-04,Biratnagar,Home & Kitchen,8261.18,1,27,eSewa,3.8,8261.18,June,6,Tuesday,25-34,Premium
1273,2024-03-15,Lalitpur,Electronics,16559.8675,1,16,Cash on Delivery,5.0,16559.8675,March,3,Friday,16-24,Enterprise
1274,2024-10-15,Kathmandu,Groceries,2124.97,1,19,Cash on Delivery,5.0,2124.97,October,10,Tuesday,16-24,Standard
1275,2024-05-27,Kathmandu,Home & Kitchen,10479.71,1,25,Khalti,4.7,10479.71,May,5,Monday,25-34,Enterprise
1276,2024-05-22,Kathmandu,Home & Kitchen,13102.69,1,34,Cash on Delivery,4.2,13102.69,May,5,Wednesday,25-34,Enterprise
1277,2024-07-28,Lalitpur,Electronics,16559.8675,1,26,Khalti,3.2,16559.8675,July,7,Sunday,25-34,Enterprise
1278,2024-02-04,Pokhara,Books,2620.78,1,29,eSewa,5.0,2620.78,February,2,Sunday,25-34,Standard
1279,2024-03-23,Chitwan,Books,2770.61,1,34,Cash on Delivery,4.8,2770.61,March,3,Saturday,25-34,Standard
1280,2024-09-07,Lalitpur,Beauty,3862.4,2,49,Khalti,4.5,7724.8,September,9,Saturday,45-54,Premium
1281,2024-10-12,Kathmandu,Books,536.69,1,16,Cash on Delivery,4.5,536.69,October,10,Saturday,16-24,Budget
1282,2024-08-09,Lalitpur,Beauty,1399.78,1,26,eSewa,4.7,1399.78,August,8,Friday,25-34,Budget
1283,2024-09-24,Lalitpur,Beauty,3401.16,1,30,Cash on Delivery,4.1,3401.16,September,9,Tuesday,25-34,Standard
1284,2024-07-19,Chitwan,Groceries,1272.1,2,38,Cash on Delivery,4.5,2544.2,July,7,Friday,35-44,Standard
1285,2024-11-27,Chitwan,Electronics,3945.66,1,19,eSewa,4.0,3945.66,November,11,Wednesday,16-24,Standard
1286,2024-11-02,Pokhara,Home & Kitchen,7096.0,1,35,Cash on Delivery,5.0,7096.0,November,11,Saturday,35-44,Premium
1287,2024-03-07,Lalitpur,Home & Kitchen,2279.99,1,31,Cash on Delivery,4.5,2279.99,March,3,Thursday,25-34,Standard
1288,2024-08-01,Kathmandu,Electronics,16559.8675,1,26,eSewa,2.3,16559.8675,August,8,Thursday,25-34,Enterprise
1289,2024-04-02,Pokhara,Groceries,764.35,4,24,Khalti,5.0,3057.4,April,4,Tuesday,16-24,Standard
1290,2024-02-18,Kathmandu,Home & Kitchen,3739.29,1,27,Cash on Delivery,3.5,3739.29,February,2,Sunday,25-34,Standard
1291,2024-11-05,Chitwan,Electronics,15064.32,1,22,Khalti,3.9,15064.32,November,11,Tuesday,16-24,Enterprise
1292,2024-02-10,Kathmandu,Beauty,1577.33,1,27,Khalti,4.1,1577.33,February,2,Saturday,25-34,Budget
1293,2024-01-19,Pokhara,Books,662.57,1,32,Khalti,4.5,662.57,January,1,Friday,25-34,Budget
1294,2024-09-06,Bhaktapur,Electronics,16559.8675,4,37,eSewa,4.5,66239.47,September,9,Friday,35-44,Enterprise
1295,2024-06-09,Pokhara,Home & Kitchen,10549.58,1,22,Khalti,3.9,10549.58,June,6,Sunday,16-24,Enterprise
1296,2024-08-30,Pokhara,Home & Kitchen,13584.56,1,31,Cash on Delivery,4.5,13584.56,August,8,Friday,25-34,Enterprise
1297,2024-07-28,Kathmandu,Clothing,4496.18,1,34,Cash on Delivery,3.2,4496.18,July,7,Sunday,25-34,Standard
1298,2024-10-22,Biratnagar,Beauty,545.84,1,30,Khalti,5.0,545.84,October,10,Tuesday,25-34,Budget
1299,2024-03-02,Lalitpur,Beauty,1777.66,3,41,Cash on Delivery,3.4,5332.9800000000005,March,3,Saturday,35-44,Premium
1300,2024-04-08,Kathmandu,Home & Kitchen,6300.97,2,40,Khalti,4.2,12601.94,April,4,Monday,35-44,Enterprise
1301,2024-06-04,Lalitpur,Home & Kitchen,12137.0,2,26,Cash on Delivery,4.3,24274.0,June,6,Tuesday,25-34,Enterprise
1302,2024-06-15,Pokhara,Clothing,2165.24,1,34,eSewa,3.3,2165.24,June,6,Saturday,25-34,Standard
1303,2024-06-05,Pokhara,Electronics,16559.8675,1,41,Khalti,3.7,16559.8675,June,6,Wednesday,35-44,Enterprise
1304,2024-06-24,Kathmandu,Electronics,16559.8675,1,29,Cash on Delivery,4.1,16559.8675,June,6,Monday,25-34,Enterprise
1305,2024-12-09,Pokhara,Beauty,3896.49,1,29,eSewa,4.4,3896.49,December,12,Monday,25-34,Standard
1306,2024-02-20,Kathmandu,Books,2791.78,1,27,eSewa,5.0,2791.78,February,2,Tuesday,25-34,Standard
1307,2024-05-03,Kathmandu,Beauty,3391.28,1,32,Cash on Delivery,4.8,3391.28,May,5,Friday,25-34,Standard
1308,2024-05-05,Pokhara,Electronics,7571.6,1,16,Khalti,3.2,7571.6,May,5,Sunday,16-24,Premium
1309,2024-12-30,Bhaktapur,Beauty,2068.15,1,28,eSewa,5.0,2068.15,December,12,Monday,25-34,Standard
1310,2024-01-21,Chitwan,Beauty,1020.11,1,16,eSewa,4.7,1020.11,January,1,Sunday,16-24,Budget
1311,2024-05-18,Kathmandu,Beauty,1942.96,1,36,eSewa,4.8,1942.96,May,5,Saturday,35-44,Budget
1312,2024-06-13,Bhaktapur,Books,1794.26,1,30,Cash on Delivery,4.0,1794.26,June,6,Thursday,25-34,Budget
1313,2024-04-26,Lalitpur,Books,837.7,4,24,eSewa,2.4,3350.8,April,4,Friday,16-24,Standard
1314,2024-07-02,Kathmandu,Books,2413.43,1,28,Bank Transfer,3.2,2413.43,July,7,Tuesday,25-34,Standard
1315,2024-07-01,Pokhara,Home & Kitchen,11515.62,1,21,Cash on Delivery,3.6,11515.62,July,7,Monday,16-24,Enterprise
1316,2024-08-29,Bhaktapur,Groceries,1327.06,1,29,Khalti,4.9,1327.06,August,8,Thursday,25-34,Budget
1317,2024-11-24,Kathmandu,Home & Kitchen,16559.8675,1,20,eSewa,3.5,16559.8675,November,11,Sunday,16-24,Enterprise
1318,2024-07-07,Chitwan,Groceries,1175.97,1,29,Cash on Delivery,3.8,1175.97,July,7,Sunday,25-34,Budget
1319,2024-11-15,Kathmandu,Groceries,2192.92,1,40,eSewa,3.7,2192.92,November,11,Friday,35-44,Standard
1320,2024-01-19,Kathmandu,Books,2880.85,1,40,eSewa,2.9,2880.85,January,1,Friday,35-44,Standard
1321,2024-05-07,Biratnagar,Beauty,3087.68,2,33,eSewa,4.6,6175.36,May,5,Tuesday,25-34,Premium
1322,2024-09-16,Pokhara,Electronics,16559.8675,1,28,eSewa,3.7,16559.8675,September,9,Monday,25-34,Enterprise
1323,2024-02-14,Chitwan,Home & Kitchen,8993.98,1,16,eSewa,4.3,8993.98,February,2,Wednesday,16-24,Premium
1324,2024-07-06,Kathmandu,Clothing,4075.32,2,38,eSewa,5.0,8150.64,July,7,Saturday,35-44,Premium
1325,2024-04-29,Pokhara,Clothing,1764.52,2,27,Khalti,4.6,3529.04,April,4,Monday,25-34,Standard
1326,2024-09-25,Lalitpur,Electronics,16559.8675,1,42,eSewa,3.1,16559.8675,September,9,Wednesday,35-44,Enterprise
1327,2024-03-14,Lalitpur,Electronics,16559.8675,2,24,Cash on Delivery,4.3,33119.735,March,3,Thursday,16-24,Enterprise
1328,2024-02-22,Biratnagar,Books,1496.88,1,39,eSewa,5.0,1496.88,February,2,Thursday,35-44,Budget
1329,2024-10-16,Kathmandu,Clothing,2306.51,1,25,Cash on Delivery,4.2,2306.51,October,10,Wednesday,25-34,Standard
1330,2024-06-02,Bhaktapur,Electronics,2507.74,1,37,Khalti,4.3,2507.74,June,6,Sunday,35-44,Standard
1331,2024-11-15,Kathmandu,Electronics,16559.8675,3,27,eSewa,3.5,49679.6025,November,11,Friday,25-34,Enterprise
1332,2024-12-03,Biratnagar,Groceries,2179.72,1,37,Khalti,4.0,2179.72,December,12,Tuesday,35-44,Standard
1333,2024-08-05,Lalitpur,Home & Kitchen,10386.99,1,22,eSewa,4.4,10386.99,August,8,Monday,16-24,Enterprise
1334,2024-12-29,Kathmandu,Groceries,1699.32,4,33,eSewa,4.2,6797.28,December,12,Sunday,25-34,Premium
1335,2024-10-24,Kathmandu,Home & Kitchen,11901.9,1,16,Cash on Delivery,4.1,11901.9,October,10,Thursday,16-24,Enterprise
1336,2024-08-14,Pokhara,Groceries,1198.48,1,41,Cash on Delivery,3.8,1198.48,August,8,Wednesday,35-44,Budget
1337,2024-04-09,Lalitpur,Electronics,16559.8675,1,16,eSewa,4.8,16559.8675,April,4,Tuesday,16-24,Enterprise
1338,2024-05-28,Bhaktapur,Home & Kitchen,11288.08,1,52,eSewa,4.1,11288.08,May,5,Tuesday,45-54,Enterprise
1339,2024-04-27,Biratnagar,Groceries,982.69,1,21,Cash on Delivery,4.2,982.69,April,4,Saturday,16-24,Budget
1340,2024-12-02,Kathmandu,Beauty,1702.65,1,28,Khalti,2.0,1702.65,December,12,Monday,25-34,Budget
1341,2024-01-29,Pokhara,Electronics,16559.8675,1,30,Cash on Delivery,4.5,16559.8675,January,1,Monday,25-34,Enterprise
1342,2024-04-13,Kathmandu,Home & Kitchen,7259.85,1,32,eSewa,5.0,7259.85,April,4,Saturday,25-34,Premium
1343,2024-08-11,Kathmandu,Books,1229.65,1,30,eSewa,5.0,1229.65,August,8,Sunday,25-34,Budget
1344,2024-05-14,Biratnagar,Books,1797.82,1,34,Cash on Delivery,5.0,1797.82,May,5,Tuesday,25-34,Budget
1345,2024-02-28,Kathmandu,Electronics,16559.8675,1,29,eSewa,2.8,16559.8675,February,2,Wednesday,25-34,Enterprise
1346,2024-04-28,Biratnagar,Home & Kitchen,1621.39,4,30,Bank Transfer,4.1,6485.56,April,4,Sunday,25-34,Premium
1347,2024-03-30,Kathmandu,Home & Kitchen,11832.38,1,33,Cash on Delivery,3.3,11832.38,March,3,Saturday,25-34,Enterprise
1348,2024-12-25,Chitwan,Beauty,1322.08,5,33,Cash on Delivery,3.3,6610.4,December,12,Wednesday,25-34,Premium
1349,2024-02-26,Biratnagar,Home & Kitchen,5590.23,2,27,eSewa,4.2,11180.46,February,2,Monday,25-34,Enterprise
1350,2024-09-04,Kathmandu,Beauty,2140.06,1,30,eSewa,4.6,2140.06,September,9,Wednesday,25-34,Standard
1351,2024-10-20,Chitwan,Beauty,3811.56,4,30,eSewa,5.0,15246.24,October,10,Sunday,25-34,Enterprise
1352,2024-01-08,Kathmandu,Books,1770.45,2,26,Bank Transfer,4.6,3540.9,January,1,Monday,25-34,Standard
1353,2024-11-15,Chitwan,Home & Kitchen,16559.8675,5,16,Khalti,4.2,82799.3375,November,11,Friday,16-24,Enterprise
1354,2024-06-02,Kathmandu,Clothing,3171.02,1,30,Khalti,4.7,3171.02,June,6,Sunday,25-34,Standard
1355,2024-09-03,Pokhara,Electronics,16559.8675,1,33,eSewa,4.5,16559.8675,September,9,Tuesday,25-34,Enterprise
1356,2024-07-05,Chitwan,Books,1993.72,1,35,Khalti,4.4,1993.72,July,7,Friday,35-44,Budget
1357,2024-06-04,Kathmandu,Beauty,333.44,1,18,eSewa,4.1,333.44,June,6,Tuesday,16-24,Budget
1358,2024-10-04,Pokhara,Clothing,16559.8675,2,29,Cash on Delivery,3.7,33119.735,October,10,Friday,25-34,Enterprise
1359,2024-09-03,Chitwan,Clothing,4556.22,1,24,Khalti,5.0,4556.22,September,9,Tuesday,16-24,Standard
1360,2024-12-24,Lalitpur,Beauty,420.69,1,40,eSewa,3.6,420.69,December,12,Tuesday,35-44,Budget
1361,2024-04-23,Chitwan,Home & Kitchen,8948.55,1,22,Bank Transfer,4.7,8948.55,April,4,Tuesday,16-24,Premium
1362,2024-08-08,Pokhara,Books,2626.96,1,34,Khalti,5.0,2626.96,August,8,Thursday,25-34,Standard
1363,2024-07-06,Pokhara,Home & Kitchen,11574.62,1,42,Cash on Delivery,3.7,11574.62,July,7,Saturday,35-44,Enterprise
1364,2024-08-08,Kathmandu,Home & Kitchen,7865.07,1,36,eSewa,2.8,7865.07,August,8,Thursday,35-44,Premium
1365,2024-09-27,Biratnagar,Books,399.24,1,21,Cash on Delivery,4.0,399.24,September,9,Friday,16-24,Budget
1366,2024-01-24,Lalitpur,Beauty,2988.97,2,16,Khalti,4.4,5977.94,January,1,Wednesday,16-24,Premium
1367,2024-06-17,Kathmandu,Beauty,1749.75,1,36,eSewa,2.1,1749.75,June,6,Monday,35-44,Budget
1368,2024-03-25,Kathmandu,Clothing,1402.52,1,36,Cash on Delivery,3.2,1402.52,March,3,Monday,35-44,Budget
1369,2024-01-30,Kathmandu,Beauty,3108.56,1,37,eSewa,4.6,3108.56,January,1,Tuesday,35-44,Standard
1370,2024-08-15,Chitwan,Books,1143.5,5,24,Khalti,5.0,5717.5,August,8,Thursday,16-24,Premium
1371,2024-07-20,Kathmandu,Electronics,16559.8675,1,31,eSewa,2.7,16559.8675,July,7,Saturday,25-34,Enterprise
1372,2024-02-17,Kathmandu,Clothing,2668.4,1,38,eSewa,4.7,2668.4,February,2,Saturday,35-44,Standard
1373,2024-03-21,Chitwan,Electronics,16559.8675,1,34,Cash on Delivery,4.8,16559.8675,March,3,Thursday,25-34,Enterprise
1374,2024-06-15,Biratnagar,Groceries,2028.44,1,28,eSewa,4.0,2028.44,June,6,Saturday,25-34,Standard
1375,2024-11-03,Kathmandu,Electronics,16559.8675,1,32,Cash on Delivery,3.7,16559.8675,November,11,Sunday,25-34,Enterprise
1376,2024-09-27,Pokhara,Beauty,3804.24,1,37,eSewa,3.9,3804.24,September,9,Friday,35-44,Standard
1377,2024-11-09,Lalitpur,Groceries,2113.59,1,30,Cash on Delivery,5.0,2113.59,November,11,Saturday,25-34,Standard
1378,2024-07-11,Kathmandu,Electronics,16559.8675,1,20,Bank Transfer,4.1,16559.8675,July,7,Thursday,16-24,Enterprise
1379,2024-02-12,Biratnagar,Books,1747.58,1,25,eSewa,3.4,1747.58,February,2,Monday,25-34,Budget
1380,2024-01-07,Kathmandu,Books,2083.57,2,30,eSewa,4.2,4167.14,January,1,Sunday,25-34,Standard
1381,2024-02-22,Kathmandu,Home & Kitchen,3454.19,1,41,eSewa,2.9,3454.19,February,2,Thursday,35-44,Standard
1382,2024-02-28,Pokhara,Electronics,16559.8675,1,27,Cash on Delivery,3.6,16559.8675,February,2,Wednesday,25-34,Enterprise
1383,2024-10-15,Lalitpur,Groceries,235.81,1,40,eSewa,5.0,235.81,October,10,Tuesday,35-44,Budget
1384,2024-01-29,Kathmandu,Groceries,1984.65,1,29,Bank Transfer,3.9,1984.65,January,1,Monday,25-34,Budget
1385,2024-11-13,Lalitpur,Clothing,4868.04,1,33,eSewa,3.1,4868.04,November,11,Wednesday,25-34,Standard
1386,2024-09-22,Pokhara,Electronics,16559.8675,1,36,Khalti,5.0,16559.8675,September,9,Sunday,35-44,Enterprise
1387,2024-10-21,Kathmandu,Books,2911.9,1,45,Khalti,3.6,2911.9,October,10,Monday,45-54,Standard
1388,2024-10-16,Bhaktapur,Groceries,1656.41,1,39,Khalti,2.5,1656.41,October,10,Wednesday,35-44,Budget
1389,2024-09-14,Biratnagar,Books,1076.14,1,34,eSewa,4.4,1076.14,September,9,Saturday,25-34,Budget
1390,2024-10-10,Lalitpur,Books,1950.57,1,35,Khalti,4.0,1950.57,October,10,Thursday,35-44,Budget
1391,2024-08-24,Lalitpur,Groceries,2398.19,1,22,Cash on Delivery,4.7,2398.19,August,8,Saturday,16-24,Standard
1392,2024-08-31,Bhaktapur,Clothing,537.44,1,28,eSewa,4.8,537.44,August,8,Saturday,25-34,Budget
1393,2024-09-04,Kathmandu,Beauty,2197.09,1,47,Cash on Delivery,4.5,2197.09,September,9,Wednesday,45-54,Standard
1394,2024-05-30,Kathmandu,Beauty,638.15,1,21,eSewa,2.6,638.15,May,5,Thursday,16-24,Budget
1395,2024-10-30,Kathmandu,Electronics,16559.8675,1,27,Khalti,4.8,16559.8675,October,10,Wednesday,25-34,Enterprise
1396,2024-12-23,Bhaktapur,Beauty,3211.05,1,31,eSewa,5.0,3211.05,December,12,Monday,25-34,Standard
1397,2024-04-16,Lalitpur,Clothing,2423.73,1,22,Cash on Delivery,3.0,2423.73,April,4,Tuesday,16-24,Standard
1398,2024-09-14,Lalitpur,Electronics,4512.96,2,37,Khalti,3.3,9025.92,September,9,Saturday,35-44,Premium
1399,2024-11-30,Kathmandu,Home & Kitchen,8397.36,1,25,Khalti,4.8,8397.36,November,11,Saturday,25-34,Premium
1400,2024-05-14,Kathmandu,Electronics,14063.18,1,37,eSewa,4.1,14063.18,May,5,Tuesday,35-44,Enterprise
1401,2024-04-11,Kathmandu,Groceries,1083.21,1,34,Cash on Delivery,3.3,1083.21,April,4,Thursday,25-34,Budget
1402,2024-03-09,Kathmandu,Beauty,3358.01,1,29,Khalti,4.7,3358.01,March,3,Saturday,25-34,Standard
1403,2024-02-21,Biratnagar,Electronics,16559.8675,1,25,Cash on Delivery,4.6,16559.8675,February,2,Wednesday,25-34,Enterprise
1404,2024-12-27,Kathmandu,Beauty,1508.95,1,23,Bank Transfer,3.2,1508.95,December,12,Friday,16-24,Budget
1405,2024-05-29,Pokhara,Books,1749.44,1,32,eSewa,4.3,1749.44,May,5,Wednesday,25-34,Budget
1406,2024-10-11,Pokhara,Groceries,1094.84,1,44,Khalti,3.6,1094.84,October,10,Friday,35-44,Budget
1407,2024-05-13,Biratnagar,Beauty,911.55,1,33,eSewa,2.6,911.55,May,5,Monday,25-34,Budget
1408,2024-05-01,Pokhara,Books,664.09,2,28,Khalti,3.9,1328.18,May,5,Wednesday,25-34,Budget
1409,2024-02-16,Pokhara,Home & Kitchen,5216.24,1,23,Bank Transfer,3.5,5216.24,February,2,Friday,16-24,Premium
1410,2024-01-19,Lalitpur,Groceries,1436.51,1,43,eSewa,3.7,1436.51,January,1,Friday,35-44,Budget
1411,2024-04-02,Lalitpur,Clothing,2353.81,2,32,eSewa,3.4,4707.62,April,4,Tuesday,25-34,Standard
1412,2024-01-17,Kathmandu,Beauty,1924.65,5,37,eSewa,3.9,9623.25,January,1,Wednesday,35-44,Premium
1413,2024-03-02,Biratnagar,Electronics,16559.8675,2,29,Khalti,3.5,33119.735,March,3,Saturday,25-34,Enterprise
1414,2024-05-23,Kathmandu,Beauty,1121.03,2,32,Cash on Delivery,5.0,2242.06,May,5,Thursday,25-34,Standard
1415,2024-12-29,Kathmandu,Electronics,16559.8675,1,27,eSewa,5.0,16559.8675,December,12,Sunday,25-34,Enterprise
1416,2024-05-18,Kathmandu,Clothing,2320.56,1,41,Bank Transfer,3.7,2320.56,May,5,Saturday,35-44,Standard
1417,2024-07-22,Kathmandu,Clothing,801.38,2,30,Khalti,4.5,1602.76,July,7,Monday,25-34,Budget
1418,2024-02-14,Chitwan,Electronics,6761.06,1,29,eSewa,3.6,6761.06,February,2,Wednesday,25-34,Premium
1419,2024-03-02,Pokhara,Books,1243.09,1,25,eSewa,4.0,1243.09,March,3,Saturday,25-34,Budget
1420,2024-09-12,Pokhara,Groceries,1010.14,2,32,eSewa,5.0,2020.28,September,9,Thursday,25-34,Standard
1421,2024-11-13,Biratnagar,Electronics,16559.8675,2,19,Cash on Delivery,4.1,33119.735,November,11,Wednesday,16-24,Enterprise
1422,2024-09-21,Kathmandu,Home & Kitchen,11340.0,1,20,eSewa,3.8,11340.0,September,9,Saturday,16-24,Enterprise
1423,2024-09-01,Lalitpur,Groceries,1139.59,2,29,Cash on Delivery,3.1,2279.18,September,9,Sunday,25-34,Standard
1424,2024-11-08,Kathmandu,Books,1281.39,1,30,Bank Transfer,3.0,1281.39,November,11,Friday,25-34,Budget
1425,2024-08-05,Bhaktapur,Home & Kitchen,11389.7,1,40,Cash on Delivery,3.8,11389.7,August,8,Monday,35-44,Enterprise
1426,2024-08-26,Lalitpur,Electronics,16559.8675,1,22,Khalti,4.7,16559.8675,August,8,Monday,16-24,Enterprise
1427,2024-12-21,Biratnagar,Home & Kitchen,7376.23,1,28,Bank Transfer,5.0,7376.23,December,12,Saturday,25-34,Premium
1428,2024-06-09,Pokhara,Home & Kitchen,11786.01,2,33,eSewa,2.8,23572.02,June,6,Sunday,25-34,Enterprise
1429,2024-12-31,Biratnagar,Clothing,4026.98,1,36,eSewa,3.9,4026.98,December,12,Tuesday,35-44,Standard
1430,2024-06-30,Bhaktapur,Books,464.12,2,35,eSewa,4.9,928.24,June,6,Sunday,35-44,Budget
1431,2024-09-09,Kathmandu,Groceries,679.59,1,27,eSewa,4.1,679.59,September,9,Monday,25-34,Budget
